Entity,Event,OrdStartLoc,PatStartLoc,Dest,Time
Orderly3,PatientTransit.pickup-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 04:04:42
Orderly4,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 04:05:40
Orderly8,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 04:07:24
Orderly9,PatientTransit.orderly-to-patient-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 04:07:54
Orderly8,PatientTransit.wait-dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 04:10:17
Orderly3,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 04:10:40
Orderly9,PatientTransit.pickup-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 04:11:34
Orderly9,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 04:12:34
Orderly3,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 04:16:06
Orderly3,PatientTransit.wait-dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 04:19:45
Orderly7,PatientTransit.pickup-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 04:22:45
Orderly6,PatientTransit.start-wait-task,None,None,None,01/01/2022 04:23:09
Orderly1,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 04:24:17
Orderly1,PatientTransit.wait-dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 04:26:44
Orderly7,PatientTransit.travel-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 04:26:48
Orderly4,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 04:27:08
Orderly4,PatientTransit.wait-dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 04:28:34
Orderly5,PatientTransit.orderly-to-patient-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 04:28:52
Orderly5,PatientTransit.pickup-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 04:29:19
Orderly8,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,01/01/2022 04:30:17
Orderly2,PatientTransit.orderly-to-patient-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 04:31:26
Orderly5,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 04:31:42
Orderly9,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 04:33:33
Orderly8,PatientTransit.start-wait-task,None,None,None,01/01/2022 04:36:33
Orderly3,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,01/01/2022 04:39:45
Orderly2,PatientTransit.pickup-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 04:40:52
Orderly2,PatientTransit.travel-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 04:45:02
Orderly2,PatientTransit.dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 04:45:47
Orderly9,PatientTransit.wait-dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 04:46:19
Orderly1,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,01/01/2022 04:46:44
Orderly6,PatientTransit.orderly-to-patient-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 04:48:17
Orderly4,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,01/01/2022 04:48:34
Orderly4,PatientTransit.start-wait-task,None,None,None,01/01/2022 04:49:28
Orderly6,PatientTransit.pickup-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 04:50:44
Orderly6,PatientTransit.travel-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 04:51:40
Orderly6,PatientTransit.dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 04:51:44
Orderly2,PatientTransit.wait-dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 04:55:15
Orderly6,PatientTransit.wait-dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 04:55:56
Orderly8,PatientTransit.orderly-to-patient-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 05:04:13
Orderly1,PatientTransit.start-wait-task,None,None,None,01/01/2022 05:04:58
Orderly9,PatientTransit.orderly-to-patient-start,Wards_Submodel,ED_Submodel,Wards_Submodel,01/01/2022 05:06:11
Orderly5,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 05:09:04
Orderly4,PatientTransit.orderly-to-patient-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 05:09:30
Orderly5,PatientTransit.wait-dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 05:09:43
Orderly8,PatientTransit.pickup-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 05:14:08
Orderly4,PatientTransit.pickup-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 05:14:21
Orderly4,PatientTransit.travel-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 05:14:25
Orderly2,PatientTransit.start-base-travel,ED_Submodel,None,OrderlyBase,01/01/2022 05:15:15
Orderly6,PatientTransit.start-base-travel,ED_Submodel,None,OrderlyBase,01/01/2022 05:15:56
Orderly2,PatientTransit.start-wait-task,None,None,None,01/01/2022 05:16:40
Orderly9,PatientTransit.pickup-start,Wards_Submodel,ED_Submodel,Wards_Submodel,01/01/2022 05:17:06
Orderly1,PatientTransit.orderly-to-patient-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 05:17:17
Orderly1,PatientTransit.pickup-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 05:19:22
Orderly8,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 05:20:49
Orderly1,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 05:24:03
Orderly3,PatientTransit.start-wait-task,None,None,None,01/01/2022 05:26:53
Orderly4,PatientTransit.dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 05:28:03
Orderly4,PatientTransit.wait-dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 05:28:55
Orderly5,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,01/01/2022 05:29:43
Orderly5,PatientTransit.start-wait-task,None,None,None,01/01/2022 05:31:58
Orderly8,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 05:32:06
Orderly7,PatientTransit.dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 05:33:43
Orderly2,PatientTransit.orderly-to-patient-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 05:33:57
Orderly9,PatientTransit.travel-start,Wards_Submodel,ED_Submodel,Wards_Submodel,01/01/2022 05:33:58
Orderly6,PatientTransit.start-wait-task,None,None,None,01/01/2022 05:35:28
Orderly8,PatientTransit.wait-dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 05:36:36
Orderly7,PatientTransit.wait-dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 05:38:08
Orderly2,PatientTransit.pickup-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 05:40:57
Orderly2,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 05:41:53
Orderly1,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 05:44:00
Orderly4,PatientTransit.start-base-travel,ED_Submodel,None,OrderlyBase,01/01/2022 05:48:55
Orderly3,PatientTransit.orderly-to-patient-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 05:50:17
Orderly9,PatientTransit.dropoff-start,Wards_Submodel,ED_Submodel,Wards_Submodel,01/01/2022 05:50:27
Orderly3,PatientTransit.pickup-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 05:51:27
Orderly3,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 05:51:47
Orderly4,PatientTransit.start-wait-task,None,None,None,01/01/2022 05:52:29
Orderly9,PatientTransit.wait-dropoff-start,Wards_Submodel,ED_Submodel,Wards_Submodel,01/01/2022 05:53:39
Orderly1,PatientTransit.wait-dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 05:55:05
Orderly8,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,01/01/2022 05:56:36
Orderly7,PatientTransit.start-base-travel,ED_Submodel,None,OrderlyBase,01/01/2022 05:58:08
Orderly3,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 05:59:06
Orderly5,PatientTransit.orderly-to-patient-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 06:00:06
Orderly8,PatientTransit.start-wait-task,None,None,None,01/01/2022 06:01:34
Orderly7,PatientTransit.start-wait-task,None,None,None,01/01/2022 06:02:14
Orderly3,PatientTransit.wait-dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 06:03:18
Orderly5,PatientTransit.pickup-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 06:07:06
Orderly5,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 06:11:28
Orderly9,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,01/01/2022 06:13:39
Orderly5,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 06:14:29
Orderly1,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,01/01/2022 06:15:05
Orderly2,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 06:15:24
Orderly2,PatientTransit.wait-dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 06:15:32
Orderly1,PatientTransit.start-wait-task,None,None,None,01/01/2022 06:21:12
Orderly6,PatientTransit.orderly-to-patient-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 06:23:04
Orderly4,PatientTransit.orderly-to-patient-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 06:23:15
Orderly3,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,01/01/2022 06:23:18
Orderly4,PatientTransit.pickup-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 06:24:47
Orderly3,PatientTransit.start-wait-task,None,None,None,01/01/2022 06:25:11
Orderly6,PatientTransit.pickup-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 06:28:01
Orderly5,PatientTransit.wait-dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,01/01/2022 06:28:44
Orderly4,PatientTransit.travel-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 06:34:55
Orderly4,PatientTransit.dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 06:35:03
Orderly6,PatientTransit.travel-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 06:35:17
Orderly2,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,01/01/2022 06:35:32
Orderly4,PatientTransit.wait-dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 06:35:53
Orderly8,PatientTransit.orderly-to-patient-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 06:38:33
Orderly8,PatientTransit.pickup-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 06:39:49
Orderly8,PatientTransit.travel-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 06:40:37
Orderly9,PatientTransit.start-wait-task,None,None,None,01/01/2022 06:41:58
Orderly6,PatientTransit.dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,01/01/2022 06:42:36
